Activity ID,Latitude,Longitude,Site Name,Group name,Submitted by,Observation date,Time,Light condition,Depth (metres),Water temperature (deg. C),Activity,Zone,Habitat,Country,Coral No.,Colour Code Lightest,Colour Code Darkest,Average,Coral Type
e6597174-a7b7-4fae-817d-b824e0ba81dd,-23.434401,151.917999,"Heron Island, Coral Grotto, Great Barrier Reef (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,2:30 PM,Full sunshine,6,23,Diving,Leeward North,Reef slope,Australia,11,D5,D6,5.5,Soft corals
e6597174-a7b7-4fae-817d-b824e0ba81dd,-23.434401,151.917999,"Heron Island, Coral Grotto, Great Barrier Reef (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,2:30 PM,Full sunshine,6,23,Diving,Leeward North,Reef slope,Australia,12,C2,C3,2.5,Branching corals
e6597174-a7b7-4fae-817d-b824e0ba81dd,-23.434401,151.917999,"Heron Island, Coral Grotto, Great Barrier Reef (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,2:30 PM,Full sunshine,6,23,Diving,Leeward North,Reef slope,Australia,13,E4,E4,4,Plate corals
e6597174-a7b7-4fae-817d-b824e0ba81dd,-23.434401,151.917999,"Heron Island, Coral Grotto, Great Barrier Reef (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,2:30 PM,Full sunshine,6,23,Diving,Leeward North,Reef slope,Australia,14,C2,C2,2,Branching corals
e6597174-a7b7-4fae-817d-b824e0ba81dd,-23.434401,151.917999,"Heron Island, Coral Grotto, Great Barrier Reef (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,2:30 PM,Full sunshine,6,23,Diving,Leeward North,Reef slope,Australia,15,E2,E3,2.5,Branching corals
e6597174-a7b7-4fae-817d-b824e0ba81dd,-23.434401,151.917999,"Heron Island, Coral Grotto, Great Barrier Reef (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,2:30 PM,Full sunshine,6,23,Diving,Leeward North,Reef slope,Australia,16,C3,C4,3.5,Plate corals
e6597174-a7b7-4fae-817d-b824e0ba81dd,-23.434401,151.917999,"Heron Island, Coral Grotto, Great Barrier Reef (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,2:30 PM,Full sunshine,6,23,Diving,Leeward North,Reef slope,Australia,17,D2,D3,2.5,Branching corals
e6597174-a7b7-4fae-817d-b824e0ba81dd,-23.434401,151.917999,"Heron Island, Coral Grotto, Great Barrier Reef (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,2:30 PM,Full sunshine,6,23,Diving,Leeward North,Reef slope,Australia,18,C5,C6,5.5,Plate corals
e6597174-a7b7-4fae-817d-b824e0ba81dd,-23.434401,151.917999,"Heron Island, Coral Grotto, Great Barrier Reef (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,2:30 PM,Full sunshine,6,23,Diving,Leeward North,Reef slope,Australia,19,D3,D3,3,Branching corals
e6597174-a7b7-4fae-817d-b824e0ba81dd,-23.434401,151.917999,"Heron Island, Coral Grotto, Great Barrier Reef (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,2:30 PM,Full sunshine,6,23,Diving,Leeward North,Reef slope,Australia,20,D3,D4,3.5,Plate corals
0c5d83f5-be60-451b-b34a-2a8405bbc365,-23.4352,151.936996,"Heron Island, Libby's Lair, Great Barrier Reef (QLD), Australia",UQ-RSRC,Meridith Roe,2023-10-27T14:00:00Z,1:00 PM,Full sunshine,6,0,Diving,Leeward North,Reef slope,Australia,1,E2,E3,2.5,Branching corals
0c5d83f5-be60-451b-b34a-2a8405bbc365,-23.4352,151.936996,"Heron Island, Libby's Lair, Great Barrier Reef (QLD), Australia",UQ-RSRC,Meridith Roe,2023-10-27T14:00:00Z,1:00 PM,Full sunshine,6,0,Diving,Leeward North,Reef slope,Australia,2,C3,C4,3.5,Branching corals
0c5d83f5-be60-451b-b34a-2a8405bbc365,-23.4352,151.936996,"Heron Island, Libby's Lair, Great Barrier Reef (QLD), Australia",UQ-RSRC,Meridith Roe,2023-10-27T14:00:00Z,1:00 PM,Full sunshine,6,0,Diving,Leeward North,Reef slope,Australia,3,C4,C4,4,Branching corals
0c5d83f5-be60-451b-b34a-2a8405bbc365,-23.4352,151.936996,"Heron Island, Libby's Lair, Great Barrier Reef (QLD), Australia",UQ-RSRC,Meridith Roe,2023-10-27T14:00:00Z,1:00 PM,Full sunshine,6,0,Diving,Leeward North,Reef slope,Australia,4,E3,E4,3.5,Plate corals
0c5d83f5-be60-451b-b34a-2a8405bbc365,-23.4352,151.936996,"Heron Island, Libby's Lair, Great Barrier Reef (QLD), Australia",UQ-RSRC,Meridith Roe,2023-10-27T14:00:00Z,1:00 PM,Full sunshine,6,0,Diving,Leeward North,Reef slope,Australia,5,C3,C3,3,Branching corals
0c5d83f5-be60-451b-b34a-2a8405bbc365,-23.4352,151.936996,"Heron Island, Libby's Lair, Great Barrier Reef (QLD), Australia",UQ-RSRC,Meridith Roe,2023-10-27T14:00:00Z,1:00 PM,Full sunshine,6,0,Diving,Leeward North,Reef slope,Australia,6,C3,C4,3.5,Branching corals
0c5d83f5-be60-451b-b34a-2a8405bbc365,-23.4352,151.936996,"Heron Island, Libby's Lair, Great Barrier Reef (QLD), Australia",UQ-RSRC,Meridith Roe,2023-10-27T14:00:00Z,1:00 PM,Full sunshine,6,0,Diving,Leeward North,Reef slope,Australia,7,D4,D6,5,Plate corals
0c5d83f5-be60-451b-b34a-2a8405bbc365,-23.4352,151.936996,"Heron Island, Libby's Lair, Great Barrier Reef (QLD), Australia",UQ-RSRC,Meridith Roe,2023-10-27T14:00:00Z,1:00 PM,Full sunshine,6,0,Diving,Leeward North,Reef slope,Australia,8,D4,D4,4,Plate corals
0c5d83f5-be60-451b-b34a-2a8405bbc365,-23.4352,151.936996,"Heron Island, Libby's Lair, Great Barrier Reef (QLD), Australia",UQ-RSRC,Meridith Roe,2023-10-27T14:00:00Z,1:00 PM,Full sunshine,6,0,Diving,Leeward North,Reef slope,Australia,9,D3,D4,3.5,Branching corals
0c5d83f5-be60-451b-b34a-2a8405bbc365,-23.4352,151.936996,"Heron Island, Libby's Lair, Great Barrier Reef (QLD), Australia",UQ-RSRC,Meridith Roe,2023-10-27T14:00:00Z,1:00 PM,Full sunshine,6,0,Diving,Leeward North,Reef slope,Australia,10,C3,C4,3.5,Branching corals
0c5d83f5-be60-451b-b34a-2a8405bbc365,-23.4352,151.936996,"Heron Island, Libby's Lair, Great Barrier Reef (QLD), Australia",UQ-RSRC,Meridith Roe,2023-10-27T14:00:00Z,1:00 PM,Full sunshine,6,0,Diving,Leeward North,Reef slope,Australia,11,D3,D4,3.5,Plate corals
0c5d83f5-be60-451b-b34a-2a8405bbc365,-23.4352,151.936996,"Heron Island, Libby's Lair, Great Barrier Reef (QLD), Australia",UQ-RSRC,Meridith Roe,2023-10-27T14:00:00Z,1:00 PM,Full sunshine,6,0,Diving,Leeward North,Reef slope,Australia,12,C5,C5,5,Plate corals
0c5d83f5-be60-451b-b34a-2a8405bbc365,-23.4352,151.936996,"Heron Island, Libby's Lair, Great Barrier Reef (QLD), Australia",UQ-RSRC,Meridith Roe,2023-10-27T14:00:00Z,1:00 PM,Full sunshine,6,0,Diving,Leeward North,Reef slope,Australia,13,E3,E4,3.5,Plate corals
0c5d83f5-be60-451b-b34a-2a8405bbc365,-23.4352,151.936996,"Heron Island, Libby's Lair, Great Barrier Reef (QLD), Australia",UQ-RSRC,Meridith Roe,2023-10-27T14:00:00Z,1:00 PM,Full sunshine,6,0,Diving,Leeward North,Reef slope,Australia,14,C2,C3,2.5,Plate corals
0c5d83f5-be60-451b-b34a-2a8405bbc365,-23.4352,151.936996,"Heron Island, Libby's Lair, Great Barrier Reef (QLD), Australia",UQ-RSRC,Meridith Roe,2023-10-27T14:00:00Z,1:00 PM,Full sunshine,6,0,Diving,Leeward North,Reef slope,Australia,15,D4,D4,4,Branching corals
0c5d83f5-be60-451b-b34a-2a8405bbc365,-23.4352,151.936996,"Heron Island, Libby's Lair, Great Barrier Reef (QLD), Australia",UQ-RSRC,Meridith Roe,2023-10-27T14:00:00Z,1:00 PM,Full sunshine,6,0,Diving,Leeward North,Reef slope,Australia,16,D3,D4,3.5,Plate corals
0c5d83f5-be60-451b-b34a-2a8405bbc365,-23.4352,151.936996,"Heron Island, Libby's Lair, Great Barrier Reef (QLD), Australia",UQ-RSRC,Meridith Roe,2023-10-27T14:00:00Z,1:00 PM,Full sunshine,6,0,Diving,Leeward North,Reef slope,Australia,17,C3,C5,4,Plate corals
0c5d83f5-be60-451b-b34a-2a8405bbc365,-23.4352,151.936996,"Heron Island, Libby's Lair, Great Barrier Reef (QLD), Australia",UQ-RSRC,Meridith Roe,2023-10-27T14:00:00Z,1:00 PM,Full sunshine,6,0,Diving,Leeward North,Reef slope,Australia,18,D6,D6,6,Plate corals
0c5d83f5-be60-451b-b34a-2a8405bbc365,-23.4352,151.936996,"Heron Island, Libby's Lair, Great Barrier Reef (QLD), Australia",UQ-RSRC,Meridith Roe,2023-10-27T14:00:00Z,1:00 PM,Full sunshine,6,0,Diving,Leeward North,Reef slope,Australia,19,D3,D4,3.5,Plate corals
0c5d83f5-be60-451b-b34a-2a8405bbc365,-23.4352,151.936996,"Heron Island, Libby's Lair, Great Barrier Reef (QLD), Australia",UQ-RSRC,Meridith Roe,2023-10-27T14:00:00Z,1:00 PM,Full sunshine,6,0,Diving,Leeward North,Reef slope,Australia,20,E4,E5,4.5,Plate corals
c58ad050-dc74-4413-a9cd-51b81c02d14b,-23.4352,151.936996,"Heron Island, Libby's Lair, Great Barrier Reef (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,1:00 PM,Full sunshine,6,23,Diving,Leeward North,Reef slope,Australia,1,C2,C2,2,Branching corals
c58ad050-dc74-4413-a9cd-51b81c02d14b,-23.4352,151.936996,"Heron Island, Libby's Lair, Great Barrier Reef (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,1:00 PM,Full sunshine,6,23,Diving,Leeward North,Reef slope,Australia,2,C2,C2,2,Branching corals
c58ad050-dc74-4413-a9cd-51b81c02d14b,-23.4352,151.936996,"Heron Island, Libby's Lair, Great Barrier Reef (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,1:00 PM,Full sunshine,6,23,Diving,Leeward North,Reef slope,Australia,3,D3,D3,3,Boulder corals
c58ad050-dc74-4413-a9cd-51b81c02d14b,-23.4352,151.936996,"Heron Island, Libby's Lair, Great Barrier Reef (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,1:00 PM,Full sunshine,6,23,Diving,Leeward North,Reef slope,Australia,4,C2,C2,2,Branching corals
c58ad050-dc74-4413-a9cd-51b81c02d14b,-23.4352,151.936996,"Heron Island, Libby's Lair, Great Barrier Reef (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,1:00 PM,Full sunshine,6,23,Diving,Leeward North,Reef slope,Australia,5,C2,C2,2,Branching corals
c58ad050-dc74-4413-a9cd-51b81c02d14b,-23.4352,151.936996,"Heron Island, Libby's Lair, Great Barrier Reef (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,1:00 PM,Full sunshine,6,23,Diving,Leeward North,Reef slope,Australia,6,C2,C2,2,Branching corals
c58ad050-dc74-4413-a9cd-51b81c02d14b,-23.4352,151.936996,"Heron Island, Libby's Lair, Great Barrier Reef (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,1:00 PM,Full sunshine,6,23,Diving,Leeward North,Reef slope,Australia,7,C3,C3,3,Branching corals
c58ad050-dc74-4413-a9cd-51b81c02d14b,-23.4352,151.936996,"Heron Island, Libby's Lair, Great Barrier Reef (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,1:00 PM,Full sunshine,6,23,Diving,Leeward North,Reef slope,Australia,8,C2,C2,2,Branching corals
c58ad050-dc74-4413-a9cd-51b81c02d14b,-23.4352,151.936996,"Heron Island, Libby's Lair, Great Barrier Reef (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,1:00 PM,Full sunshine,6,23,Diving,Leeward North,Reef slope,Australia,9,D2,D2,2,Branching corals
c58ad050-dc74-4413-a9cd-51b81c02d14b,-23.4352,151.936996,"Heron Island, Libby's Lair, Great Barrier Reef (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,1:00 PM,Full sunshine,6,23,Diving,Leeward North,Reef slope,Australia,10,E2,E3,2.5,Branching corals
c58ad050-dc74-4413-a9cd-51b81c02d14b,-23.4352,151.936996,"Heron Island, Libby's Lair, Great Barrier Reef (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,1:00 PM,Full sunshine,6,23,Diving,Leeward North,Reef slope,Australia,11,D2,D2,2,Branching corals
c58ad050-dc74-4413-a9cd-51b81c02d14b,-23.4352,151.936996,"Heron Island, Libby's Lair, Great Barrier Reef (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,1:00 PM,Full sunshine,6,23,Diving,Leeward North,Reef slope,Australia,12,D1,D2,1.5,Branching corals
c58ad050-dc74-4413-a9cd-51b81c02d14b,-23.4352,151.936996,"Heron Island, Libby's Lair, Great Barrier Reef (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,1:00 PM,Full sunshine,6,23,Diving,Leeward North,Reef slope,Australia,13,C1,C2,1.5,Branching corals
c58ad050-dc74-4413-a9cd-51b81c02d14b,-23.4352,151.936996,"Heron Island, Libby's Lair, Great Barrier Reef (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,1:00 PM,Full sunshine,6,23,Diving,Leeward North,Reef slope,Australia,14,C2,E2,2,Branching corals
c58ad050-dc74-4413-a9cd-51b81c02d14b,-23.4352,151.936996,"Heron Island, Libby's Lair, Great Barrier Reef (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,1:00 PM,Full sunshine,6,23,Diving,Leeward North,Reef slope,Australia,15,D3,D3,3,Boulder corals
c58ad050-dc74-4413-a9cd-51b81c02d14b,-23.4352,151.936996,"Heron Island, Libby's Lair, Great Barrier Reef (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,1:00 PM,Full sunshine,6,23,Diving,Leeward North,Reef slope,Australia,16,D2,D2,2,Boulder corals
c58ad050-dc74-4413-a9cd-51b81c02d14b,-23.4352,151.936996,"Heron Island, Libby's Lair, Great Barrier Reef (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,1:00 PM,Full sunshine,6,23,Diving,Leeward North,Reef slope,Australia,17,C3,C3,3,Branching corals
c58ad050-dc74-4413-a9cd-51b81c02d14b,-23.4352,151.936996,"Heron Island, Libby's Lair, Great Barrier Reef (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,1:00 PM,Full sunshine,6,23,Diving,Leeward North,Reef slope,Australia,18,C2,C3,2.5,Branching corals
c58ad050-dc74-4413-a9cd-51b81c02d14b,-23.4352,151.936996,"Heron Island, Libby's Lair, Great Barrier Reef (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,1:00 PM,Full sunshine,6,23,Diving,Leeward North,Reef slope,Australia,19,E3,B3,3,Branching corals
c58ad050-dc74-4413-a9cd-51b81c02d14b,-23.4352,151.936996,"Heron Island, Libby's Lair, Great Barrier Reef (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,1:00 PM,Full sunshine,6,23,Diving,Leeward North,Reef slope,Australia,20,C2,C3,2.5,Plate corals
0135fb5f-b6e8-47bc-b804-adb3c39d86ab,-23.43850191,151.9150615,"Reef Flat Plate Ledge, Heron Island, Great Barrier Reef, (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,7:30 AM,Full sunshine,1,0,Snorkeling,Leeward North,Reef flat,Australia,1,C2,C2,2,Branching corals
0135fb5f-b6e8-47bc-b804-adb3c39d86ab,-23.43850191,151.9150615,"Reef Flat Plate Ledge, Heron Island, Great Barrier Reef, (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,7:30 AM,Full sunshine,1,0,Snorkeling,Leeward North,Reef flat,Australia,2,D3,D3,3,Branching corals
0135fb5f-b6e8-47bc-b804-adb3c39d86ab,-23.43850191,151.9150615,"Reef Flat Plate Ledge, Heron Island, Great Barrier Reef, (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,7:30 AM,Full sunshine,1,0,Snorkeling,Leeward North,Reef flat,Australia,3,D2,D3,2.5,Branching corals
0135fb5f-b6e8-47bc-b804-adb3c39d86ab,-23.43850191,151.9150615,"Reef Flat Plate Ledge, Heron Island, Great Barrier Reef, (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,7:30 AM,Full sunshine,1,0,Snorkeling,Leeward North,Reef flat,Australia,4,C2,C3,2.5,Branching corals
0135fb5f-b6e8-47bc-b804-adb3c39d86ab,-23.43850191,151.9150615,"Reef Flat Plate Ledge, Heron Island, Great Barrier Reef, (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,7:30 AM,Full sunshine,1,0,Snorkeling,Leeward North,Reef flat,Australia,5,D2,D5,3.5,Branching corals
0135fb5f-b6e8-47bc-b804-adb3c39d86ab,-23.43850191,151.9150615,"Reef Flat Plate Ledge, Heron Island, Great Barrier Reef, (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,7:30 AM,Full sunshine,1,0,Snorkeling,Leeward North,Reef flat,Australia,6,C4,C4,4,Plate corals
0135fb5f-b6e8-47bc-b804-adb3c39d86ab,-23.43850191,151.9150615,"Reef Flat Plate Ledge, Heron Island, Great Barrier Reef, (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,7:30 AM,Full sunshine,1,0,Snorkeling,Leeward North,Reef flat,Australia,7,C3,C3,3,Branching corals
0135fb5f-b6e8-47bc-b804-adb3c39d86ab,-23.43850191,151.9150615,"Reef Flat Plate Ledge, Heron Island, Great Barrier Reef, (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,7:30 AM,Full sunshine,1,0,Snorkeling,Leeward North,Reef flat,Australia,8,B3,B3,3,Branching corals
0135fb5f-b6e8-47bc-b804-adb3c39d86ab,-23.43850191,151.9150615,"Reef Flat Plate Ledge, Heron Island, Great Barrier Reef, (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,7:30 AM,Full sunshine,1,0,Snorkeling,Leeward North,Reef flat,Australia,9,B2,B2,2,Branching corals
0135fb5f-b6e8-47bc-b804-adb3c39d86ab,-23.43850191,151.9150615,"Reef Flat Plate Ledge, Heron Island, Great Barrier Reef, (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,7:30 AM,Full sunshine,1,0,Snorkeling,Leeward North,Reef flat,Australia,10,D2,D4,3,Branching corals
0135fb5f-b6e8-47bc-b804-adb3c39d86ab,-23.43850191,151.9150615,"Reef Flat Plate Ledge, Heron Island, Great Barrier Reef, (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,7:30 AM,Full sunshine,1,0,Snorkeling,Leeward North,Reef flat,Australia,11,D4,D4,4,Boulder corals
0135fb5f-b6e8-47bc-b804-adb3c39d86ab,-23.43850191,151.9150615,"Reef Flat Plate Ledge, Heron Island, Great Barrier Reef, (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,7:30 AM,Full sunshine,1,0,Snorkeling,Leeward North,Reef flat,Australia,12,E2,E2,2,Branching corals
0135fb5f-b6e8-47bc-b804-adb3c39d86ab,-23.43850191,151.9150615,"Reef Flat Plate Ledge, Heron Island, Great Barrier Reef, (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,7:30 AM,Full sunshine,1,0,Snorkeling,Leeward North,Reef flat,Australia,13,D3,D6,4.5,Boulder corals
0135fb5f-b6e8-47bc-b804-adb3c39d86ab,-23.43850191,151.9150615,"Reef Flat Plate Ledge, Heron Island, Great Barrier Reef, (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,7:30 AM,Full sunshine,1,0,Snorkeling,Leeward North,Reef flat,Australia,14,D2,D2,2,Branching corals
0135fb5f-b6e8-47bc-b804-adb3c39d86ab,-23.43850191,151.9150615,"Reef Flat Plate Ledge, Heron Island, Great Barrier Reef, (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,7:30 AM,Full sunshine,1,0,Snorkeling,Leeward North,Reef flat,Australia,15,E3,E3,3,Branching corals
0135fb5f-b6e8-47bc-b804-adb3c39d86ab,-23.43850191,151.9150615,"Reef Flat Plate Ledge, Heron Island, Great Barrier Reef, (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,7:30 AM,Full sunshine,1,0,Snorkeling,Leeward North,Reef flat,Australia,16,E2,E3,2.5,Branching corals
0135fb5f-b6e8-47bc-b804-adb3c39d86ab,-23.43850191,151.9150615,"Reef Flat Plate Ledge, Heron Island, Great Barrier Reef, (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,7:30 AM,Full sunshine,1,0,Snorkeling,Leeward North,Reef flat,Australia,17,D2,D3,2.5,Boulder corals
0135fb5f-b6e8-47bc-b804-adb3c39d86ab,-23.43850191,151.9150615,"Reef Flat Plate Ledge, Heron Island, Great Barrier Reef, (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,7:30 AM,Full sunshine,1,0,Snorkeling,Leeward North,Reef flat,Australia,18,C2,C3,2.5,Branching corals
0135fb5f-b6e8-47bc-b804-adb3c39d86ab,-23.43850191,151.9150615,"Reef Flat Plate Ledge, Heron Island, Great Barrier Reef, (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-27T14:00:00Z,7:30 AM,Full sunshine,1,0,Snorkeling,Leeward North,Reef flat,Australia,19,C2,C2,2,Branching corals
c0d6111d-b7e0-4b03-9200-bf0d0018883c,-23.43421988,151.9226575,"Blue Pools, Heron Island, Great Barrier Reef (QLD), Australia",UQ-RSRC,Gillian Rowe,2023-10-28T14:00:00Z,1:00 PM,Full sunshine,6,23,Diving,Leeward North,Reef slope,Australia,1,B3,B4,3.5,Plate corals
c0d6111d-b7e0-4b03-9200-bf0d0018883c,-23.43421988,151.9226575,"Blue Pools, Heron Island, Great Barrier Reef (QLD), Australia",UQ-RSRC,Gillian Rowe,2023-10-28T14:00:00Z,1:00 PM,Full sunshine,6,23,Diving,Leeward North,Reef slope,Australia,2,D3,D4,3.5,Soft corals
c0d6111d-b7e0-4b03-9200-bf0d0018883c,-23.43421988,151.9226575,"Blue Pools, Heron Island, Great Barrier Reef (QLD), Australia",UQ-RSRC,Gillian Rowe,2023-10-28T14:00:00Z,1:00 PM,Full sunshine,6,23,Diving,Leeward North,Reef slope,Australia,3,D3,D4,3.5,Soft corals
c0d6111d-b7e0-4b03-9200-bf0d0018883c,-23.43421988,151.9226575,"Blue Pools, Heron Island, Great Barrier Reef (QLD), Australia",UQ-RSRC,Gillian Rowe,2023-10-28T14:00:00Z,1:00 PM,Full sunshine,6,23,Diving,Leeward North,Reef slope,Australia,4,C3,C4,3.5,Plate corals
c0d6111d-b7e0-4b03-9200-bf0d0018883c,-23.43421988,151.9226575,"Blue Pools, Heron Island, Great Barrier Reef (QLD), Australia",UQ-RSRC,Gillian Rowe,2023-10-28T14:00:00Z,1:00 PM,Full sunshine,6,23,Diving,Leeward North,Reef slope,Australia,5,C2,C3,2.5,Branching corals
c0d6111d-b7e0-4b03-9200-bf0d0018883c,-23.43421988,151.9226575,"Blue Pools, Heron Island, Great Barrier Reef (QLD), Australia",UQ-RSRC,Gillian Rowe,2023-10-28T14:00:00Z,1:00 PM,Full sunshine,6,23,Diving,Leeward North,Reef slope,Australia,6,C2,C3,2.5,Boulder corals
